Handle,Title,Description(HTML),Description(text),OriginalPrice,DiscountedPrice,ProductURL,Image Src,Image Position
ORIENT STAR 東方之星 OPEN HEART系列 小鏤空機械錶 皮帶款 藍色 RE-AV0005L,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b584622a565273b867f3/2000x.jpg,2
ORIENT STAR 東方之星 OPEN HEART系列 小鏤空機械錶 皮帶款 藍色 RE-AV0005L,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b587622a565273b867f4/2000x.jpg,3
Orient經典Power Reserve機械手錶 SDD03001W0,Orient經典Power Reserve機械手錶 SDD03001W0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>Power Reserve-IV<br/></p>
<div>產品編號 SDD03001W0<br/>
</div>
<div>適用人群 紳士<br/>
</div>
<div>錶殼形狀 圓形<br/>
</div>
<div>橫徑（mm） 40<br/>
</div>
<div>厚度（mm） 12<br/>
</div>
<div>錶殼材質 全鋼<br/>
</div>
<div>錶鏡材質 礦物質玻璃<br/>
</div>
<div>底蓋構造 上鎖底蓋<br/>
</div>
<div>防水性能（Bar） 5<br/>
</div>
<div>機芯類型 機械<br/>
</div>
<div>功能一覽 40小時動能顯示<br/>
</div>
<div>錶帶類型 三折式<br/>
</div>
<div>錶帶材質 牛皮<br/>
</div>
<div>錶盤顏色 白色<br/>
</div>
<div><br/></div>
</div>",Power Reserve-IV產品編號 SDD03001W0適用人群 紳士錶殼形狀 圓形橫徑（mm） 40厚度（mm） 12錶殼材質 全鋼錶鏡材質 礦物質玻璃底蓋構造 上鎖底蓋防水性能（Bar） 5機芯類型 機械功能一覽 40小時動能顯示錶帶類型 三折式錶帶材質 牛皮錶盤顏色 白色,"HK$2,650.00","HK$1,550.00",https://www.citiwide-online.com/products/5df0aa00622a5662a0f512c0,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9fc622a5662a0f512be/2000x.png,1
Orient經典Power Reserve機械手錶 SDD03001W0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0aa00622a5662a0f512bf/2000x.jpg,2
東方雙獅 Orient WV0251EV 自動機械錶,東方雙獅 Orient WV0251EV 自動機械錶,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>詳細介紹<br/>顏色 白、白(表盤彩色)<br/>銀色、銀(皮帶彩色)<br/>材料 不銹鋼(情况材料)<br/>不銹鋼(皮帶材料)/金屬(皮帶型)<br/>式樣 模擬(表示方式)<br/>機械式(自動卷)(驅動方式)<br/>防水性5氣壓(50m)(防水性)<br/>三個去推(留)<br/>藍寶石水晶(防風物)<br/>日曆(日期、星期)(功能2)/)<br/>尺寸 情况尺寸：47x40x11mm(縱向x旁邊x厚)<br/>-重量：約127g<br/>皮帶寬度：20mm<br/>-</p>
</div>",詳細介紹顏色 白、白(表盤彩色)銀色、銀(皮帶彩色)材料 不銹鋼(情况材料)不銹鋼(皮帶材料)/金屬(皮帶型)式樣 模擬(表示方式)機械式(自動卷)(驅動方式)防水性5氣壓(50m)(防水性)三個去推(留)藍寶石水晶(防風物)日曆(日期、星期)(功能2)/)尺寸 情况尺寸：47x40x11mm(縱向x旁邊x厚)-重量：約127g皮帶寬度：20mm-,"HK$2,299.00","HK$1,290.00",https://www.citiwide-online.com/products/5d6647b6622a561ecee2bdbd,https://shoplineimg.com/5d02035403a5360001dbbef8/5d6647b1622a561ecee2bdbb/2000x.jpg,1
東方雙獅 Orient WV0251EV 自動機械錶,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5d6647b5622a561ecee2bdbc/2000x.jpg,2
Orient 經典鏤空機械手錶SAG03001B0,Orient 經典鏤空機械手錶SAG03001B0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>經典鏤空-II<br/></p>
<div>產品編號 SAG03001B0<br/>
</div>
<div>適用人群 紳士<br/>
</div>
<div>錶殼形狀 圓形<br/>
</div>
<div>橫徑（mm） 38.5<br/>
</div>
<div>厚度（mm） 11<br/>
</div>
<div>錶殼材質 全鋼<br/>
</div>
<div>錶鏡材質 藍寶石玻璃*1<br/>
</div>
<div>底蓋構造 透視底蓋<br/>
</div>
<div>防水性能（Bar） 10<br/>
</div>
<div>機芯類型 機械<br/>
</div>
<div>功能一覽 對時停秒<br/>
</div>
<div>錶帶類型 三折式<br/>
</div>
<div>錶帶材質 全鋼<br/>
</div>
<div>錶盤顏色 黑色<br/>
</div>
<div>鏤空 部分鏤空<br/>
</div>
<div>手動上弦 是<br/>
</div>
<div><br/></div>
</div>",經典鏤空-II產品編號 SAG03001B0適用人群 紳士錶殼形狀 圓形橫徑（mm） 38.5厚度（mm） 11錶殼材質 全鋼錶鏡材質 藍寶石玻璃*1底蓋構造 透視底蓋防水性能（Bar） 10機芯類型 機械功能一覽 對時停秒錶帶類型 三折式錶帶材質 全鋼錶盤顏色 黑色鏤空 部分鏤空手動上弦 是,"HK$3,500.00","HK$1,650.00",https://www.citiwide-online.com/products/5df0a9c9622a5662a0f51290,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9c6622a5662a0f5128e/2000x.png,1
Orient 經典鏤空機械手錶SAG03001B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9c9622a5662a0f5128f/2000x.jpg,2
Orient 經典鏤空機械手錶SAG03002B0,Orient 經典鏤空機械手錶SAG03002B0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>經典鏤空-II<br/></p>
<div>產品編號 SAG03002B0<br/>
</div>
<div>適用人群 紳士<br/>
</div>
<div>錶殼形狀 圓形<br/>
</div>
<div>橫徑（mm） 38.5<br/>
</div>
<div>厚度（mm） 11<br/>
</div>
<div>錶殼材質 全鋼<br/>
</div>
<div>錶鏡材質 藍寶石玻璃*1<br/>
</div>
<div>底蓋構造 透視底蓋<br/>
</div>
<div>防水性能（Bar） 10<br/>
</div>
<div>機芯類型 機械<br/>
</div>
<div>功能一覽 對時停秒<br/>
</div>
<div>錶帶類型 三折式<br/>
</div>
<div>錶帶材質 全鋼<br/>
</div>
<div>錶盤顏色 黑金色<br/>
</div>
<div>鏤空 部分鏤空<br/>
</div>
<div>手動上弦 是<br/>
</div>
<div><br/></div>
</div>",經典鏤空-II產品編號 SAG03002B0適用人群 紳士錶殼形狀 圓形橫徑（mm） 38.5厚度（mm） 11錶殼材質 全鋼錶鏡材質 藍寶石玻璃*1底蓋構造 透視底蓋防水性能（Bar） 10機芯類型 機械功能一覽 對時停秒錶帶類型 三折式錶帶材質 全鋼錶盤顏色 黑金色鏤空 部分鏤空手動上弦 是,"HK$3,500.00","HK$1,650.00",https://www.citiwide-online.com/products/5df0a9d6622a5662a0f5129c,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9d2622a5662a0f5129a/2000x.png,1
Orient 經典鏤空機械手錶SAG03002B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9d6622a5662a0f5129b/2000x.jpg,2
Orient 東方Mako II SAA02002D3潛水自動機械200M日本製造男士手錶,Orient 東方Mako II SAA02002D3潛水自動機械200M日本製造男士手錶,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>日本製造<br/></p>
<div>不銹鋼錶殼<br/>
</div>
<div>不銹鋼手鍊<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6922<br/>
</div>
<div>22珠寶<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>藍色錶盤<br/>
</div>
<div>模擬顯示<br/>
</div>
<div>發光的手和標記<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>單向旋轉表圈<br/>
</div>
<div>旋緊表冠<br/>
</div>
<div>堅固的底蓋<br/>
</div>
<div>部署扣<br/>
</div>
<div>200M防水<br/>
</div>
<div><br/></div>
<div>近似錶殼直徑：40mm<br/>
</div>
<div>近似錶殼厚度：13mm<br/>
</div>
</div>",日本製造不銹鋼錶殼不銹鋼手鍊自動機芯口徑：F692222珠寶礦物水晶藍色錶盤模擬顯示發光的手和標記日期和日期顯示單向旋轉表圈旋緊表冠堅固的底蓋部署扣200M防水近似錶殼直徑：40mm近似錶殼厚度：13mm,"HK$1,998.00","HK$1,550.00",https://www.citiwide-online.com/products/5ea2b599622a565273b86801,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b591622a565273b867fe/2000x.jpg,1
Orient 東方Mako II SAA02002D3潛水自動機械200M日本製造男士手錶,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b595622a565273b867ff/2000x.jpg,2
Orient 東方Mako II SAA02002D3潛水自動機械200M日本製造男士手錶,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b598622a565273b86800/2000x.jpg,3
東方雙獅 Orient WV0611NR 自動機械錶,東方雙獅 Orient WV0611NR 自動機械錶,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>SPEC <br/>驅動方法機械<br/>Calibre 55741 <br/>錶殼材質不銹鋼<br/>玻璃材料藍寶石玻璃<br/>帶材料不銹鋼（部分鍍金）<br/>帶寬15毫米<br/>扣環推三倍<br/>準確度+ 40秒到-30秒<br/>日常生活中的防水防水（3 ATM）<br/>防磁型1 <br/>開車時間40小時或更長時間重量78克<br/>厚度10.3毫米<br/>橫向直徑29.0 mm <br/>垂直直徑33.4 mm <br/>其他特點自動上鍊（手動上鍊），21石頭類型女士<br/></p>
</div>",SPEC驅動方法機械Calibre 55741錶殼材質不銹鋼玻璃材料藍寶石玻璃帶材料不銹鋼（部分鍍金）帶寬15毫米扣環推三倍準確度+ 40秒到-30秒日常生活中的防水防水（3 ATM）防磁型1開車時間40小時或更長時間重量78克厚度10.3毫米橫向直徑29.0 mm垂直直徑33.4 mm其他特點自動上鍊（手動上鍊），21石頭類型女士,"HK$1,799.00","HK$1,150.00",https://www.citiwide-online.com/products/5d6647d3622a561ecee2bdce,https://shoplineimg.com/5d02035403a5360001dbbef8/5d6647cf622a561ecee2bdcc/2000x.jpg,1
東方雙獅 Orient WV0611NR 自動機械錶,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5d6647d2622a561ecee2bdcd/2000x.jpg,2
Orient 經典石英 計時碼表 RN-KV0402S,Orient 經典石英 計時碼表 RN-KV0402S,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>品牌名稱    ORIENT<br/></p>
<div>型號    RN-KV0402S<br/>
</div>
<div>配件號    RN-KV0402S<br/>
</div>
<div>款式上市時間    2019<br/>
</div>
<div>錶盤形狀    圓形錶盤<br/>
</div>
<div>錶鏡材質﻿    無機玻璃<br/>
</div>
<div>顯示方式    指針<br/>
</div>
<div>錶盤材質    不銹鋼<br/>
</div>
<div>錶盤厚度    11.5 毫米<br/>
</div>
<div>錶帶材質﻿    不銹手鐲<br/>
</div>
<div>錶帶寬度﻿    22 毫米<br/>
</div>
<div>錶帶顏色    銀<br/>
</div>
<div>錶盤顏色    白色<br/>
</div>
<div>日曆類型    日期顯示<br/>
</div>
<div>重量    50 克<br/>
</div>
<div>動力類型﻿    日本製石英<br/>
</div>
<div><br/></div>
<div><br/></div>
</div>",品牌名稱    ORIENT型號    RN-KV0402S配件號    RN-KV0402S款式上市時間    2019錶盤形狀    圓形錶盤錶鏡材質﻿    無機玻璃顯示方式    指針錶盤材質    不銹鋼錶盤厚度    11.5 毫米錶帶材質﻿    不銹手鐲錶帶寬度﻿    22 毫米錶帶顏色    銀錶盤顏色    白色日曆類型    日期顯示重量    50 克動力類型﻿    日本製石英,"HK$2,550.00","HK$1,150.00",https://www.citiwide-online.com/products/5ec3965a07ec313f9f603f31,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3965707ec313f9f603f2f/2000x.jpg,1
Orient 經典石英 計時碼表 RN-KV0402S,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3965a07ec313f9f603f30/2000x.jpg,2
ORIENT STAR 東方之星 OPEN HEART系列 小鏤空機械錶 鋼帶款 藍色 RE-AV0003L,ORIENT STAR 東方之星 OPEN HEART系列 小鏤空機械錶 鋼帶款 藍色 RE-AV0003L,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>手錶規格說明<br/></p>
<div>型號 RE-AT0003L<br/>
</div>
<div>機芯 日本機械機芯F6R44<br/>
</div>
<div>錶殼尺寸 直徑41.0mm<br/>
</div>
<div>鏡面材質 藍寶石抗磨損錶鏡<br/>
</div>
<div>錶面顏色 藍色<br/>
</div>
<div>錶殼材質 精鋼材質<br/>
</div>
<div>錶帶材質 精鋼材質<br/>
</div>
<div>防水 10 ATM<br/>
</div>
<div>配件 附原廠錶盒，原廠保證書<br/>
</div>
<div><br/></div>
<div>手錶特色說明<br/>
</div>
<div>鎖牙式錶背<br/>
</div>
<div>停秒裝置功能<br/>
</div>
<div>10 ATM防水功能<br/>
</div>
<div>精鋼實心材質日本原裝<br/>
</div>
<div>50小時動能儲存功能指示<br/>
</div>
<div>藍寶石（抗反射處理）抗磨損錶鏡<br/>
</div>
<div>鏤空錶面及錶背，可透視機芯律動<br/>
</div>
<div>自動手上鍊(Self-winding &amp; Hand-winding movement) 機械腕錶</div>
</div>",手錶規格說明型號 RE-AT0003L機芯 日本機械機芯F6R44錶殼尺寸 直徑41.0mm鏡面材質 藍寶石抗磨損錶鏡錶面顏色 藍色錶殼材質 精鋼材質錶帶材質 精鋼材質防水 10 ATM配件 附原廠錶盒，原廠保證書手錶特色說明鎖牙式錶背停秒裝置功能10 ATM防水功能精鋼實心材質日本原裝50小時動能儲存功能指示藍寶石（抗反射處理）抗磨損錶鏡鏤空錶面及錶背，可透視機芯律動自動手上鍊(Self-winding & Hand-winding movement) 機械腕錶,"HK$5,998.00","HK$3,350.00",https://www.citiwide-online.com/products/5ea2b576622a565273b867e9,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b570622a565273b867e6/2000x.jpg,1
ORIENT STAR 東方之星 OPEN HEART系列 小鏤空機械錶 鋼帶款 藍色 RE-AV0003L,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b573622a565273b867e7/2000x.jpg,2
ORIENT STAR 東方之星 OPEN HEART系列 小鏤空機械錶 鋼帶款 藍色 RE-AV0003L,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b576622a565273b867e8/2000x.jpg,3
ORIENT 東方萬年曆機械手錶 SEU07008DX/FEU07008DX,ORIENT 東方萬年曆機械手錶 SEU07008DX/FEU07008DX,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>不銹鋼錶殼<br/></p>
<div>不銹鋼手鍊<br/>
</div>
<div>自動機芯<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>模擬顯示<br/>
</div>
<div>藍色錶盤<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>擰回<br/>
</div>
<div>螺絲冠<br/>
</div>
<div>熒光箭頭和標籤<br/>
</div>
<div>100米防水<br/>
</div>
<div><br/></div>
<div>錶殼直徑44毫米<br/>
</div>
<div>錶殼的厚度12mm<br/>
</div>
<div>重量144g<br/>
</div>
<div><br/></div>
</div>",不銹鋼錶殼不銹鋼手鍊自動機芯礦物水晶模擬顯示藍色錶盤日期和日期顯示擰回螺絲冠熒光箭頭和標籤100米防水錶殼直徑44毫米錶殼的厚度12mm重量144g,"HK$2,550.00","HK$1,150.00",https://www.citiwide-online.com/products/5ec3963607ec313f9f603f1b,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3963307ec313f9f603f19/2000x.jpg,1
ORIENT 東方萬年曆機械手錶 SEU07008DX/FEU07008DX,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3963607ec313f9f603f1a/2000x.jpg,2
Orient 經典四針機械手錶SAL00005B0,Orient 經典四針機械手錶SAL00005B0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>產品規格<br/></p>
<div>經典四針<br/>
</div>
<div>產品編號 SAL00005B0<br/>
</div>
<div>適用人群 紳士<br/>
</div>
<div>錶殼形狀 圓形<br/>
</div>
<div>橫徑（mm） 43<br/>
</div>
<div>厚度（mm） 12<br/>
</div>
<div>錶殼材質 全鋼鍍玫瑰金<br/>
</div>
<div>錶鏡材質 礦物質玻璃<br/>
</div>
<div>底蓋構造 1、透視底蓋<br/>
</div>
<div>2、上鎖底蓋<br/>
</div>
<div>防水性能（Bar） 5<br/>
</div>
<div>機芯類型 機械<br/>
</div>
<div>功能一覽 1、雙歷顯示<br/>
</div>
<div>2、對時停秒<br/>
</div>
<div>錶帶類型 針扣式<br/>
</div>
<div>錶帶材質 牛皮<br/>
</div>
<div>錶盤顏色 黑色<br/>
</div>
<div>手動上弦 是<br/>
</div>
</div>",產品規格經典四針產品編號 SAL00005B0適用人群 紳士錶殼形狀 圓形橫徑（mm） 43厚度（mm） 12錶殼材質 全鋼鍍玫瑰金錶鏡材質 礦物質玻璃底蓋構造 1、透視底蓋2、上鎖底蓋防水性能（Bar） 5機芯類型 機械功能一覽 1、雙歷顯示2、對時停秒錶帶類型 針扣式錶帶材質 牛皮錶盤顏色 黑色手動上弦 是,"HK$2,500.00","HK$1,100.00",https://www.citiwide-online.com/products/5df0a9eb622a5662a0f512ae,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9e7622a5662a0f512ac/2000x.png,1
Orient 經典四針機械手錶SAL00005B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9ea622a5662a0f512ad/2000x.jpg,2
Orient 三眼石英手錶 FUY03005A0,Orient 三眼石英手錶 FUY03005A0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>詳細介紹<br/></p>
<div>品牌 東方<br/>
</div>
<div>代碼 22504<br/>
</div>
<div>機芯 石英<br/>
</div>
<div>錶殼物料 鋼<br/>
</div>
<div>錶帶材質 橡膠<br/>
</div>
<div>年 不詳<br/>
</div>
<div>商品狀態 全新 (全新無使用痕跡)<br/>
</div>
<div><br/></div>
<div>機芯<br/>
</div>
<div><br/></div>
<div>機芯 石英<br/>
</div>
<div>錶殼<br/>
</div>
<div><br/></div>
<div>錶殼物料 鋼<br/>
</div>
<div>直徑 43 mm<br/>
</div>
<div>高 11 mm<br/>
</div>
<div>防水 50 米<br/>
</div>
<div>錶面 礦物玻璃<br/>
</div>
<div>錶盤 灰色<br/>
</div>
<div>錶盤數字 無數字<br/>
</div>
<div>錶帶<br/>
</div>
<div><br/></div>
<div>錶帶材質 橡膠<br/>
</div>
<div>錶帶顏色 黑色<br/>
</div>
<div>表耳寬度 22 mm 尺寸諮詢<br/>
</div>
<div>錶扣 帶扣<br/>
</div>
</div>",詳細介紹品牌 東方代碼 22504機芯 石英錶殼物料 鋼錶帶材質 橡膠年 不詳商品狀態 全新 (全新無使用痕跡)機芯機芯 石英錶殼錶殼物料 鋼直徑 43 mm高 11 mm防水 50 米錶面 礦物玻璃錶盤 灰色錶盤數字 無數字錶帶錶帶材質 橡膠錶帶顏色 黑色表耳寬度 22 mm 尺寸諮詢錶扣 帶扣,HK$990.00,HK$750.00,https://www.citiwide-online.com/products/5df0a9f9622a5662a0f512ba,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9f5622a5662a0f512b8/2000x.jpg,1
Orient 三眼石英手錶 FUY03005A0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0a9f9622a5662a0f512b9/2000x.jpg,2
Orient 東方Mako II SAA02001B3潛水自動機械200M日本製造男士手錶,Orient 東方Mako II SAA02001B3潛水自動機械200M日本製造男士手錶,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>日本製造<br/></p>
<div>不銹鋼錶殼<br/>
</div>
<div>不銹鋼手鍊<br/>
</div>
<div>自動機芯<br/>
</div>
<div>口徑：F6922<br/>
</div>
<div>22珠寶<br/>
</div>
<div>礦物水晶<br/>
</div>
<div>黑色錶盤<br/>
</div>
<div>模擬顯示<br/>
</div>
<div>發光的手和標記<br/>
</div>
<div>日期和日期顯示<br/>
</div>
<div>單向旋轉表圈<br/>
</div>
<div>旋緊表冠<br/>
</div>
<div>堅固的底蓋<br/>
</div>
<div>部署扣<br/>
</div>
<div>200M防水<br/>
</div>
<div><br/></div>
<div>近似錶殼直徑：40mm<br/>
</div>
<div>近似錶殼厚度：13mm<br/>
</div>
</div>",日本製造不銹鋼錶殼不銹鋼手鍊自動機芯口徑：F692222珠寶礦物水晶黑色錶盤模擬顯示發光的手和標記日期和日期顯示單向旋轉表圈旋緊表冠堅固的底蓋部署扣200M防水近似錶殼直徑：40mm近似錶殼厚度：13mm,"HK$1,998.00","HK$1,550.00",https://www.citiwide-online.com/products/5ea2b5a2622a565273b86807,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b59b622a565273b86804/2000x.jpg,1
Orient 東方Mako II SAA02001B3潛水自動機械200M日本製造男士手錶,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b59f622a565273b86805/2000x.jpg,2
Orient 東方Mako II SAA02001B3潛水自動機械200M日本製造男士手錶,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ea2b5a2622a565273b86806/2000x.jpg,3
Orient 石英計時碼表 SKV01003B0/ FKV01003B0,Orient 石英計時碼表 SKV01003B0/ FKV01003B0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>東方品牌 <br/></p>
<div>型號FKV01003B0<br/>
</div>
<div>零件編號FKV01003B0<br/>
</div>
<div>模特年2018<br/>
</div>
<div>物品形狀圓形<br/>
</div>
<div>百葉窗材質類型礦物<br/>
</div>
<div>顯示類型<br/>
</div>
<div>表扣類型<br/>
</div>
<div>錶殼材質不銹鋼<br/>
</div>
<div>錶殼直徑：44毫米<br/>
</div>
<div>情況尺寸大<br/>
</div>
<div>錶殼的厚度11毫米<br/>
</div>
<div>錶帶材質皮革<br/>
</div>
<div>帶寬22毫米<br/>
</div>
<div>錶帶顏色黑色<br/>
</div>
<div>錶盤顏色黑色<br/>
</div>
<div>日曆日期<br/>
</div>
<div>重量73克<br/>
</div>
<div>機芯石英<br/>
</div>
<div>耐水壓5 bar<br/>
</div>
</div>",東方品牌型號FKV01003B0零件編號FKV01003B0模特年2018物品形狀圓形百葉窗材質類型礦物顯示類型表扣類型錶殼材質不銹鋼錶殼直徑：44毫米情況尺寸大錶殼的厚度11毫米錶帶材質皮革帶寬22毫米錶帶顏色黑色錶盤顏色黑色日曆日期重量73克機芯石英耐水壓5 bar,"HK$2,450.00","HK$1,050.00",https://www.citiwide-online.com/products/5ec3964607ec313f9f603f21,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3963907ec313f9f603f1e/2000x.jpg,1
Orient 石英計時碼表 SKV01003B0/ FKV01003B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3963c07ec313f9f603f1f/2000x.jpg,2
Orient 石英計時碼表 SKV01003B0/ FKV01003B0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5ec3964607ec313f9f603f20/2000x.jpg,3
Orient經典Power Reserve機械手錶 SDD03003Y0,Orient經典Power Reserve機械手錶 SDD03003Y0,"<div class=""global-secondary dark-secondary description-container"" ng-non-bindable="""">
<!DOCTYPE html PUBLIC ""-//W3C//DTD HTML 4.0 Transitional//EN"" ""http://www.w3.org/TR/REC-html40/loose.dtd"">

<p>Power Reserve-IV<br/></p>
<div>產品編號 SDD03003Y0<br/>
</div>
<div>適用人群 紳士<br/>
</div>
<div>錶殼形狀 圓形<br/>
</div>
<div>橫徑（mm） 40<br/>
</div>
<div>厚度（mm） 12<br/>
</div>
<div>錶殼材質 全鋼<br/>
</div>
<div>錶鏡材質 礦物質玻璃<br/>
</div>
<div>底蓋構造 上鎖底蓋<br/>
</div>
<div>防水性能（Bar） 5<br/>
</div>
<div>機芯類型 機械<br/>
</div>
<div>功能一覽 40小時動能顯示<br/>
</div>
<div>錶帶類型 三折式<br/>
</div>
<div>錶帶材質 牛皮<br/>
</div>
<div>錶盤顏色 乳白色<br/>
</div>
<div><br/></div>
</div>",Power Reserve-IV產品編號 SDD03003Y0適用人群 紳士錶殼形狀 圓形橫徑（mm） 40厚度（mm） 12錶殼材質 全鋼錶鏡材質 礦物質玻璃底蓋構造 上鎖底蓋防水性能（Bar） 5機芯類型 機械功能一覽 40小時動能顯示錶帶類型 三折式錶帶材質 牛皮錶盤顏色 乳白色,"HK$2,650.00","HK$1,550.00",https://www.citiwide-online.com/products/5df0aa0e622a5662a0f512cc,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0aa0a622a5662a0f512ca/2000x.jpg,1
Orient經典Power Reserve機械手錶 SDD03003Y0,,,,,,,https://shoplineimg.com/5d02035403a5360001dbbef8/5df0aa0e622a5662a0f512cb/2000x.jpg,2
